trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1575,False,"{'a': 0.002, 'e': 0.04285212686704019}",25,8,35.00958461048275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.002, 'e': 0.04276650826045222}",30,17,23.599175393894992,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1577,False,"{'a': 0.002, 'e': 0.04268106071995433}",25,11,-16.178119651892107,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1578,False,"{'a': 0.002, 'e': 0.042595783903756214}",20,10,16.117534952373585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.002, 'e': 0.042510677470750526}",20,11,16.176624394928247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.002, 'e': 0.042425741080511385}",30,15,-26.669633376795243,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1581,False,"{'a': 0.002, 'e': 0.042340974393293145}",30,11,30.699930542195734,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.002, 'e': 0.042256377070028925}",25,2,35.35689447230647,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1583,False,"{'a': 0.002, 'e': 0.04217194877232933}",20,15,8.76518716443531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.002, 'e': 0.042087689162481054}",25,16,12.202756990563806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.002, 'e': 0.04200359790344555}",20,0,-13.6441871259608,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1586,False,"{'a': 0.002, 'e': 0.04191967465885765}",20,9,18.17644092942019,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.002, 'e': 0.0418359190930243}",25,9,18.829886867629313,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.002, 'e': 0.04175233087092308}",25,7,30.802145140701064,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.002, 'e': 0.04166890965820104}",20,8,22.4251797993432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.002, 'e': 0.04158565512117316}",30,18,26.078925843323983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1591,False,"{'a': 0.002, 'e': 0.04150256692682124}",20,8,13.335874814883692,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.002, 'e': 0.04141964474279235}",20,0,10.795837263361824,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1593,False,"{'a': 0.002, 'e': 0.041336888237397666}",25,11,26.077388195421808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.002, 'e': 0.04125429707961103}",25,16,16.839110240849926,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.002, 'e': 0.04117187093906774}",25,16,16.617566254631726,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1596,False,"{'a': 0.002, 'e': 0.04108960948606308}",25,0,40.344290916725534,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1597,False,"{'a': 0.002, 'e': 0.04100751239155117}",25,2,39.60665681145913,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.002, 'e': 0.04092557932714349}",20,13,12.066741281787586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.002, 'e': 0.0408438099651077}",20,8,19.990332598161746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.002, 'e': 0.04076220397836621}",25,14,18.526573896478965,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.002, 'e': 0.040680761040495}",25,13,14.253343252505434,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1602,False,"{'a': 0.002, 'e': 0.04059948082572218}",20,15,11.529608040595805,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.002, 'e': 0.040518363008926805}",25,19,10.870847331980883,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.002, 'e': 0.04043740726563748}",25,14,21.952430984910755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.002, 'e': 0.04035661327203115}",20,9,21.766213654865588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.002, 'e': 0.0402759807049317}",20,12,17.04024173860619,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.002, 'e': 0.040195509241808786}",25,0,37.24273356996317,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1608,False,"{'a': 0.002, 'e': 0.040115198560776416}",25,10,13.4906358805453,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1609,False,"{'a': 0.002, 'e': 0.040035048340591795}",25,7,8.375832022344259,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1610,False,"{'a': 0.002, 'e': 0.039955058260653896}",25,11,26.197559649553657,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.002, 'e': 0.039875228001002336}",35,16,22.67245105250184,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1612,False,"{'a': 0.002, 'e': 0.039795557242315927}",25,8,-6.114465480954788,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1613,False,"{'a': 0.002, 'e': 0.03971604566591157}",20,4,29.353596405336425,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1614,False,"{'a': 0.002, 'e': 0.0396366929537428}",20,10,17.241402583845094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.002, 'e': 0.039557498788398725}",25,4,35.16651909349856,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.002, 'e': 0.039478462853102525}",30,18,21.857867235380976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.002, 'e': 0.03939958483171039}",30,8,34.98834653150448,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.002, 'e': 0.039320864408710104}",25,11,-0.9402138409730083,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1619,False,"{'a': 0.002, 'e': 0.03924230126921989}",20,1,28.344465350446047,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.002, 'e': 0.039163895098987066}",30,5,40.61798200323607,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.002, 'e': 0.03908564558438687}",25,7,24.783157752307837,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.002, 'e': 0.03900755241242111}",20,13,13.531181999219054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1623,False,"{'a': 0.002, 'e': 0.038929615270717026}",30,20,18.30743945371326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.002, 'e': 0.03885183384752591}",20,16,8.691430860843898,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.002, 'e': 0.03877420783172201}",25,2,31.73541415814303,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.002, 'e': 0.038696736912801115}",25,13,25.18428747587415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.002, 'e': 0.03861942078087949}",30,17,1.7916404735802844,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1628,False,"{'a': 0.002, 'e': 0.03854225912669246}",20,9,20.38626103655911,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.002, 'e': 0.03846525164159334}",20,13,12.815008017780427,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.002, 'e': 0.038388398017552054}",20,0,29.618577621840426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1631,False,"{'a': 0.002, 'e': 0.03831169794715405}",20,7,23.735881643135492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.002, 'e': 0.03823515112359889}",25,7,31.453080528948544,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.002, 'e': 0.038158757240699226}",20,15,10.387537179637897,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1634,False,"{'a': 0.002, 'e': 0.03808251599287939}",25,10,28.436332921786,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.002, 'e': 0.038006427075174314}",25,19,8.660935062976442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.002, 'e': 0.0379304901832282}",30,18,24.279390670811487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,False,"{'a': 0.002, 'e': 0.03785470501329341}",20,11,16.089171295171205,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 0.002, 'e': 0.037779071262229125}",25,7,32.993435837312305,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.002, 'e': 0.037703588627500284}",30,13,29.25953874323118,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.002, 'e': 0.0376282568071762}",20,9,24.890947337809312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.002, 'e': 0.03755307549992954}",20,10,21.80443110408139,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.002, 'e': 0.03747804440503493}",25,6,28.85067123185709,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.002, 'e': 0.037403163222367926}",20,6,21.23678999760731,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.002, 'e': 0.03732843165240367}",25,0,38.38752780380613,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1645,False,"{'a': 0.002, 'e': 0.03725384939621581}",20,14,13.188991837223755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 0.002, 'e': 0.03717941615547519}",30,3,27.131427492417213,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.002, 'e': 0.03710513163244877}",20,15,9.369976781330623,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.002, 'e': 0.037030995529998355}",25,13,23.024030056772805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.002, 'e': 0.03695700755157944}",30,17,20.03919087576959,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 0.002, 'e': 0.036883167401239994}",20,6,-19.471637152372384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1651,False,"{'a': 0.002, 'e': 0.03680947478361935}",25,11,27.482559704957225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.002, 'e': 0.0367359294039469}",20,5,24.524151072047708,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1653,False,"{'a': 0.002, 'e': 0.03666253096804106}",20,10,-2.6446595571233797,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1654,False,"{'a': 0.002, 'e': 0.03658927918230796}",30,3,47.11475845475373,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.002, 'e': 0.0365161737537404}",20,13,10.62345362382736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.002, 'e': 0.036443214389916524}",20,11,16.40269985794978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.002, 'e': 0.03637040079899881}",25,3,37.224283608056574,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.002, 'e': 0.03629773268973277}",20,1,31.329428360832715,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.002, 'e': 0.03622520977144591}",30,3,23.26479284577752,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
1660,False,"{'a': 0.002, 'e': 0.03615283175404641}",30,12,31.05528434873525,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.002, 'e': 0.03608059834802215}",25,11,27.613598047266315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.002, 'e': 0.036008509264439374}",30,0,46.60102902412219,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1663,False,"{'a': 0.002, 'e': 0.03593656421494168}",20,16,9.000153002838692,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1664,False,"{'a': 0.002, 'e': 0.03586476291174875}",30,0,45.47933190495938,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.002, 'e': 0.0357931050676553}",25,11,21.777187457309054,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.002, 'e': 0.035721590396029845}",25,8,29.14712893715276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.002, 'e': 0.035650218610813585}",20,16,6.81848551428233,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.002, 'e': 0.03557898942651932}",25,11,23.801075730808858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.002, 'e': 0.035507902558230185}",30,3,49.25855254311205,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.002, 'e': 0.03543695772159864}",25,5,34.39600505940825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.002, 'e': 0.03536615463284522}",20,6,26.730717326163997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.002, 'e': 0.03529549300875749}",20,13,14.783422908550708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.002, 'e': 0.035224972566688856}",25,12,25.931756142431556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.002, 'e': 0.03515459302455746}",20,0,21.389826346784556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1675,False,"{'a': 0.002, 'e': 0.035084354100845025}",20,14,13.875939736158953,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.002, 'e': 0.035014255514595784}",30,21,13.257542743656069,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 0.002, 'e': 0.03494429698541527}",20,10,21.378261462597283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.002, 'e': 0.034874478233469314}",25,2,13.47311037727663,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
1679,False,"{'a': 0.002, 'e': 0.03480479897948277}",20,0,29.128471538629668,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1680,False,"{'a': 0.002, 'e': 0.03473525894473856}",25,2,21.340491220051305,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
1681,False,"{'a': 0.002, 'e': 0.03466585785107644}",20,10,19.733994061039652,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.002, 'e': 0.034596595420891954}",25,14,18.354278445792016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.002, 'e': 0.034527471377135265}",30,8,38.81104324768734,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.002, 'e': 0.034458485443310136}",30,18,19.399111575217788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.002, 'e': 0.03438963734347271}",20,10,17.784054432008066,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.002, 'e': 0.03432092680223053}",35,23,21.752287293670957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.002, 'e': 0.0342523535447413}",25,17,15.466333609083396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.002, 'e': 0.034183917296711934}",20,10,20.29048676788884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.002, 'e': 0.03411561778439732}",20,10,18.01626330383013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.002, 'e': 0.034047454734599344}",30,15,26.938741000480157,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.002, 'e': 0.033979427874665694}",30,17,26.000598620220636,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.002, 'e': 0.033911536932488856}",30,23,12.488799220968723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 0.002, 'e': 0.03384378163650495}",20,13,8.666614196801062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.002, 'e': 0.03377616171569273}",20,16,8.096992181694702,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.002, 'e': 0.033708676899572396}",20,0,20.194786662736092,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1696,False,"{'a': 0.002, 'e': 0.03364132691820462}",20,2,22.891898803498716,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.002, 'e': 0.033574111502189356}",25,14,20.70255242582906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.002, 'e': 0.03350703038266488}",25,15,-24.326464365343995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1699,False,"{'a': 0.002, 'e': 0.0334400832913066}",30,12,29.632653558887423,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.002, 'e': 0.03337326996032608}",30,3,44.89680556056449,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.002, 'e': 0.03330659012246989}",30,16,21.71376141523399,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.002, 'e': 0.03324004351101861}",20,0,35.03496615153467,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1703,False,"{'a': 0.002, 'e': 0.03317362985978568}",20,10,19.149681206651202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.002, 'e': 0.03310734890311644}",20,0,32.917077717056266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1705,False,"{'a': 0.002, 'e': 0.03304120037588693}",20,11,15.21956527728152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.002, 'e': 0.032975184013503}",25,15,18.712247940310473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.002, 'e': 0.03290929955189908}",35,18,19.242168007200753,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1708,False,"{'a': 0.002, 'e': 0.03284354672753726}",20,8,17.529204896760085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.002, 'e': 0.032777925277406125}",25,13,20.63565789136068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.002, 'e': 0.03271243493901982}",25,16,15.668248400293063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.002, 'e': 0.03264707545041687}",25,19,0.8243770542825191,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1712,False,"{'a': 0.002, 'e': 0.03258184655015926}",20,2,30.991275711350113,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.002, 'e': 0.03251674797733129}",20,4,29.714223928181717,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.002, 'e': 0.03245177947153859}",30,10,38.26066402067551,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.002, 'e': 0.03238694077290704}",25,11,26.790713094625396,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.002, 'e': 0.03232223162208177}",20,8,20.787356079038048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.002, 'e': 0.032257651760226075}",25,18,13.376057716613527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1718,False,"{'a': 0.002, 'e': 0.03219320092902044}",25,10,24.680236257940862,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.002, 'e': 0.03212887887066144}",25,3,40.085773992411376,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.002, 'e': 0.03206468532786077}",20,5,11.870749089570362,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1721,False,"{'a': 0.002, 'e': 0.03200062004384415}",25,11,18.04455296180534,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.002, 'e': 0.03193668276235039}",20,7,18.364095360589246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.002, 'e': 0.031872873227630244}",30,7,27.372777153900028,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.002, 'e': 0.03180919118444552}",25,19,12.109977311476719,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.002, 'e': 0.03174563637806794}",25,13,20.253762196841844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.002, 'e': 0.0316822085542782}",25,12,29.314952020310475,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.002, 'e': 0.031618907459364916}",20,9,19.594028228896036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.002, 'e': 0.03155573284012364}",20,14,6.841044866129118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.002, 'e': 0.031492684443855785}",20,14,10.220355136456124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1730,False,"{'a': 0.002, 'e': 0.03142976201836771}",20,0,31.450668314146217,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1731,False,"{'a': 0.002, 'e': 0.0313669653119696}",20,9,22.479066579875504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1732,False,"{'a': 0.002, 'e': 0.03130429407347458}",30,17,22.170874377123003,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1733,False,"{'a': 0.002, 'e': 0.031241748052197565}",25,0,34.07140857814963,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1734,False,"{'a': 0.002, 'e': 0.031179326997954438}",20,10,13.020021282799858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1735,False,"{'a': 0.002, 'e': 0.03111703066106086}",20,15,7.8506971207210405,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.002, 'e': 0.03105485879233143}",20,13,13.02358895939426,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1737,False,"{'a': 0.002, 'e': 0.03099281114307856}",25,13,19.024127788840566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.002, 'e': 0.030930887465111603}",20,16,6.879870277271417,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1739,False,"{'a': 0.002, 'e': 0.03086908751073573}",20,6,28.187727822135336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.002, 'e': 0.030807411032751076}",35,16,29.050339461762434,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.002, 'e': 0.030745857784451616}",30,6,27.39601558610444,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1742,False,"{'a': 0.002, 'e': 0.0306844275196243}",20,12,-6.906861609433328,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1743,False,"{'a': 0.002, 'e': 0.03062311999254796}",25,8,26.374439339349955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.002, 'e': 0.030561934957992438}",20,12,0.29426656132091344,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1745,False,"{'a': 0.002, 'e': 0.030500872171217483}",20,9,19.061083010397354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1746,False,"{'a': 0.002, 'e': 0.03043993138797189}",25,14,13.503909213696263,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.002, 'e': 0.03037911236449243}",20,4,27.287498808065475,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.002, 'e': 0.03031841485750294}",30,8,-13.259035637404494,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
1749,False,"{'a': 0.002, 'e': 0.030257838624213294}",20,12,15.314035844930707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.002, 'e': 0.0301973834223185}",30,16,28.909550358303164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1751,False,"{'a': 0.002, 'e': 0.030137049009997648}",25,17,16.071922023078702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.002, 'e': 0.03007683514591303}",30,16,22.86120578488916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1753,False,"{'a': 0.002, 'e': 0.030016741589209084}",25,11,21.21702157194535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.002, 'e': 0.029956768099511533}",30,17,26.681595684090084,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.002, 'e': 0.029896914436926308}",20,10,18.582722591783142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.002, 'e': 0.029837180362038706}",35,17,35.66224300384266,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.002, 'e': 0.02977756563591232}",20,10,18.996016714853248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
