trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 0.9980019986673331}",20,0,-39.94513440895997,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
2,False,"{'a': 0.002, 'e': 0.9960079893439915}",25,0,-125.1483013451365,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
3,False,"{'a': 0.002, 'e': 0.9940179640539353}",30,0,-175.93801348606044,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
4,False,"{'a': 0.002, 'e': 0.9920319148370607}",25,0,-39.70278818293529,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
5,False,"{'a': 0.002, 'e': 0.9900498337491681}",25,0,-143.57929788291295,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
6,False,"{'a': 0.002, 'e': 0.9880717128619305}",25,13,-62.12580341721122,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
7,False,"{'a': 0.002, 'e': 0.9860975442628619}",30,0,-159.46538830612343,"{0: 15, 1: 6, 2: 7, 3: 0, 4: 2}",0
8,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,4,-36.58595238328908,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
9,False,"{'a': 0.002, 'e': 0.9821610323583008}",25,0,-168.28064220914294,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
10,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-109.31409668578769,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.97824023505121}",20,4,-61.2817252725261,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 0}",1
12,False,"{'a': 0.002, 'e': 0.9762857097579093}",20,0,-96.17492236799694,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
13,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-119.4917195992595,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9723883668012469}",25,0,-135.76852995854085,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
15,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-146.714529638668,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
16,False,"{'a': 0.002, 'e': 0.9685065820791976}",30,0,-76.51712942010546,"{0: 18, 1: 6, 2: 6, 3: 0, 4: 0}",0
17,False,"{'a': 0.002, 'e': 0.9665715046375066}",30,22,0.6521063385392151,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
18,False,"{'a': 0.002, 'e': 0.9646402934831231}",30,0,-172.72950214168262,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
19,False,"{'a': 0.002, 'e': 0.9627129408911995}",25,0,-65.14655435309352,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
20,False,"{'a': 0.002, 'e': 0.9607894391523232}",25,0,-157.74944479696336,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
21,False,"{'a': 0.002, 'e': 0.9588697805724845}",25,0,-194.48158482432493,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
22,False,"{'a': 0.002, 'e': 0.9569539574730467}",20,2,-57.53213647488656,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
23,False,"{'a': 0.002, 'e': 0.9550419621907147}",30,0,-148.61377554512137,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
24,False,"{'a': 0.002, 'e': 0.9531337870775047}",20,0,-66.71804287588726,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
25,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-26.936346986826457,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
26,False,"{'a': 0.002, 'e': 0.9493288668428895}",20,0,-109.262276969885,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
27,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,0,-121.62705561652301,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,0,-20.027381615235203,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
29,False,"{'a': 0.002, 'e': 0.9436499474367985}",20,0,-27.570496960210182,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
30,False,"{'a': 0.002, 'e': 0.9417645335842487}",25,12,-49.24842651459133,"{0: 5, 1: 4, 2: 4, 3: 0, 4: 0}",1
31,False,"{'a': 0.002, 'e': 0.9398828867910889}",25,0,-135.06791378127414,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9380049995307295}",30,0,-155.5965243920188,"{0: 17, 1: 5, 2: 5, 3: 1, 4: 2}",0
33,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,1,-103.07815061697228,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 2}",1
34,False,"{'a': 0.002, 'e': 0.9342604735772135}",30,0,-107.16274029692624,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
35,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-129.86191998139188,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
36,False,"{'a': 0.002, 'e': 0.9305308958112057}",20,0,-73.11701578603592,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-123.46750548351345,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9268162065593822}",25,3,-92.87074803423258,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
39,False,"{'a': 0.002, 'e': 0.9249644265435393}",25,0,-155.752206832291,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
40,False,"{'a': 0.002, 'e': 0.9231163463866358}",20,0,-183.92059448398226,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
41,False,"{'a': 0.002, 'e': 0.9212719586963487}",25,0,-30.42862194784866,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
42,False,"{'a': 0.002, 'e': 0.9194312560951247}",25,0,-149.38529742430487,"{0: 12, 1: 1, 2: 10, 3: 1, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9175942312201509}",30,0,-115.42674483771957,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
44,False,"{'a': 0.002, 'e': 0.9157608767233256}",25,0,-66.51619387701994,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
45,False,"{'a': 0.002, 'e': 0.9139311852712282}",35,4,-127.21209052559792,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 1}",1
46,False,"{'a': 0.002, 'e': 0.9121051495450904}",20,0,-70.22005375355096,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.910282762240767}",30,12,-86.57478106033945,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 1}",1
48,False,"{'a': 0.002, 'e': 0.9084640160687062}",20,0,1.2508303286677473,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
49,False,"{'a': 0.002, 'e': 0.9066489037539209}",30,0,-161.5868849633042,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
50,False,"{'a': 0.002, 'e': 0.9048374180359595}",25,0,-125.84971930368225,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9030295516688768}",20,0,-84.49394018272932,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
52,False,"{'a': 0.002, 'e': 0.9012252974212047}",25,0,-113.46010553299273,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.899424648075924}",30,0,-199.74419650852417,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
54,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,0,-164.63069559180948,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
55,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,4,-102.78100566059767,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
56,False,"{'a': 0.002, 'e': 0.8940442575003572}",30,0,-60.28538158771816,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
57,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,13,-2.765786679359399,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.002, 'e': 0.8904752232974726}",30,0,-124.3624900546715,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
59,False,"{'a': 0.002, 'e': 0.8886960526146174}",20,0,-14.027402802863609,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
60,False,"{'a': 0.002, 'e': 0.8869204367171575}",25,6,-57.105860433748376,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 1}",1
61,False,"{'a': 0.002, 'e': 0.8851483685026271}",35,0,-208.90573176673772,"{0: 20, 1: 2, 2: 10, 3: 0, 4: 3}",0
62,False,"{'a': 0.002, 'e': 0.8833798408827509}",25,0,-65.49217372711837,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
63,False,"{'a': 0.002, 'e': 0.8816148467834161}",20,0,-55.58043119833754,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
64,False,"{'a': 0.002, 'e': 0.8798533791446438}",20,0,-31.16880558887047,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
65,False,"{'a': 0.002, 'e': 0.8780954309205613}",20,0,-149.4531426340351,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
66,False,"{'a': 0.002, 'e': 0.8763409950793732}",25,19,2.461241196116751,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.002, 'e': 0.874590064603334}",20,0,-76.23809003392428,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
68,False,"{'a': 0.002, 'e': 0.8728426324887193}",30,0,-143.95705486478724,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
69,False,"{'a': 0.002, 'e': 0.8710986917457983}",35,0,-188.36078254060655,"{0: 22, 1: 2, 2: 5, 3: 4, 4: 2}",0
70,False,"{'a': 0.002, 'e': 0.8693582353988059}",20,4,-84.45252628997262,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 1}",1
71,False,"{'a': 0.002, 'e': 0.867621256485914}",25,0,-146.625054332574,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
72,False,"{'a': 0.002, 'e': 0.865887748059205}",25,0,-83.49932388384774,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
73,False,"{'a': 0.002, 'e': 0.8641577031846428}",25,0,-105.95470928649456,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
74,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,0,-83.9942354031923,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
75,False,"{'a': 0.002, 'e': 0.8607079764250578}",25,0,-114.40893813718782,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
76,False,"{'a': 0.002, 'e': 0.8589882807411234}",25,0,-163.64276031400573,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
77,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-103.94607358506366,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
78,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,0,-120.05270410259406,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
79,False,"{'a': 0.002, 'e': 0.8538497819684817}",30,0,-166.14264834654077,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
80,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-42.59946955134145,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
81,False,"{'a': 0.002, 'e': 0.850441204540233}",20,0,-64.44598705536524,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
82,False,"{'a': 0.002, 'e': 0.8487420218802068}",25,0,-153.924817118774,"{0: 15, 1: 3, 2: 2, 3: 3, 4: 2}",0
83,False,"{'a': 0.002, 'e': 0.8470462341893996}",30,0,-170.28582256091303,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
84,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,15,-44.7579433712663,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
85,False,"{'a': 0.002, 'e': 0.8436648165963837}",20,0,-106.22237147349901,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
86,False,"{'a': 0.002, 'e': 0.8419791731684999}",30,0,-159.97401891447083,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
87,False,"{'a': 0.002, 'e': 0.8402968976584314}",25,0,-97.05614251504332,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
88,False,"{'a': 0.002, 'e': 0.838617983337074}",20,0,-17.39346043922222,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
89,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,0,-63.95594499420758,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
90,False,"{'a': 0.002, 'e': 0.835270211411272}",30,0,-166.08387362773354,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
91,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,0,-26.031035141444548,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
92,False,"{'a': 0.002, 'e': 0.8319358038266718}",30,0,-55.402011006403185,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
93,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,0,-201.42470008558794,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 5}",0
94,False,"{'a': 0.002, 'e': 0.8286147072326806}",25,0,-77.0144858661037,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
95,False,"{'a': 0.002, 'e': 0.8269591339433623}",20,0,-28.338960466509196,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
96,False,"{'a': 0.002, 'e': 0.8253068684916823}",25,0,-79.83059917415616,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
97,False,"{'a': 0.002, 'e': 0.8236579042685769}",30,0,-65.61352009042278,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
98,False,"{'a': 0.002, 'e': 0.8220122346781865}",25,0,-97.73986639767897,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
99,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,0,-110.947095409086,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
100,False,"{'a': 0.002, 'e': 0.8187307530779818}",35,0,-245.3759508558791,"{0: 17, 1: 7, 2: 5, 3: 3, 4: 3}",1
101,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,0,-164.12303271999858,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
102,False,"{'a': 0.002, 'e': 0.8154623711872927}",25,0,-198.61179999382514,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
103,False,"{'a': 0.002, 'e': 0.8138330762829207}",30,0,-75.88536941672913,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
104,False,"{'a': 0.002, 'e': 0.812207036711939}",25,0,-97.65012629181713,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
105,False,"{'a': 0.002, 'e': 0.8105842459701871}",25,9,-66.22727118505972,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
106,False,"{'a': 0.002, 'e': 0.8089646975664998}",20,0,-211.7693287441259,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 5}",0
107,False,"{'a': 0.002, 'e': 0.8073483850226815}",25,9,-19.714166269053344,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
108,False,"{'a': 0.002, 'e': 0.8057353018734796}",25,19,2.29637659865719,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.002, 'e': 0.8041254416665596}",25,0,-183.16835580258078,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
110,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,0,-55.205732329245244,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
111,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,0,-98.93182055900063,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
112,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,0,-125.85861725855372,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
113,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-151.29950016772682,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
114,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,0,-39.01668479472319,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
115,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-82.53426215395609,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
116,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,1,-102.93299667940413,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 2}",1
117,False,"{'a': 0.002, 'e': 0.7913618158955839}",30,0,-227.00037586824183,"{0: 15, 1: 4, 2: 7, 3: 0, 4: 4}",0
118,False,"{'a': 0.002, 'e': 0.7897806739328027}",25,0,-105.13058205519826,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
119,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,0,-82.43581574173172,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
120,False,"{'a': 0.002, 'e': 0.7866278610665535}",20,0,-123.59408706107895,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
121,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,4,-47.298576491939414,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
122,False,"{'a': 0.002, 'e': 0.7834876342628625}",25,0,-89.5500056915352,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",1
123,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,12,-17.540982716115344,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.002, 'e': 0.7803599432780343}",25,0,-161.08313191969617,"{0: 13, 1: 6, 2: 3, 3: 0, 4: 3}",0
125,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,2,-17.79924526052591,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
126,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,0,-92.90161686284281,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
127,False,"{'a': 0.002, 'e': 0.775691802046476}",20,0,-155.47715689913764,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
128,False,"{'a': 0.002, 'e': 0.7741419687922484}",20,9,-33.10076036980398,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
129,False,"{'a': 0.002, 'e': 0.772595232106928}",30,0,-196.85043678555255,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
130,False,"{'a': 0.002, 'e': 0.7710515858035663}",20,0,-62.58646147530442,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
131,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,0,-58.80998875977712,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
132,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,3,-15.135974210112987,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
133,False,"{'a': 0.002, 'e': 0.7664391275010192}",30,0,-115.1530043628697,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
134,False,"{'a': 0.002, 'e': 0.764907781102864}",20,5,-18.27126657508412,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
135,False,"{'a': 0.002, 'e': 0.7633794943368531}",30,0,-164.78721189712923,"{0: 18, 1: 1, 2: 6, 3: 4, 4: 1}",0
136,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,0,-148.79717551957006,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
137,False,"{'a': 0.002, 'e': 0.7603320752608821}",30,0,-114.17682459833037,"{0: 19, 1: 2, 2: 5, 3: 4, 4: 0}",0
138,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,0,-71.8744146288766,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
139,False,"{'a': 0.002, 'e': 0.7572968215143355}",20,0,-57.951123683924926,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
140,False,"{'a': 0.002, 'e': 0.7557837414557255}",30,0,-140.94304294729852,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
141,False,"{'a': 0.002, 'e': 0.754273684533089}",25,0,-100.07631416598355,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
142,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,13,-52.45215190141513,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
143,False,"{'a': 0.002, 'e': 0.751262615946886}",20,0,-32.63068440641078,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
144,False,"{'a': 0.002, 'e': 0.7497615922390413}",35,2,-90.43842196026722,"{0: 22, 1: 4, 2: 6, 3: 0, 4: 1}",1
145,False,"{'a': 0.002, 'e': 0.7482635675785653}",25,5,2.2266309782465243,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.002, 'e': 0.7467685359733571}",25,0,-145.06913891187148,"{0: 13, 1: 7, 2: 1, 3: 2, 4: 2}",0
147,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,0,-34.92582263273702,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
148,False,"{'a': 0.002, 'e': 0.7437874280201796}",25,2,-132.87693497854363,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 2}",1
149,False,"{'a': 0.002, 'e': 0.7423013397477743}",25,0,-64.33739259193794,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
150,False,"{'a': 0.002, 'e': 0.7408182206817179}",30,19,-56.74816313562288,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
151,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,0,-17.992431367586818,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
152,False,"{'a': 0.002, 'e': 0.7378608664505911}",20,0,-60.82220879941754,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
153,False,"{'a': 0.002, 'e': 0.7363866194561001}",20,13,-6.264457321868273,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,8,6.125878955997021,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.002, 'e': 0.7334469562242892}",20,0,-1.4771062934183279,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,0,-148.96500770799736,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 4}",0
157,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,0,-76.97934882221276,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
158,False,"{'a': 0.002, 'e': 0.7290594501676237}",20,0,-221.18630607637,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 5}",0
159,False,"{'a': 0.002, 'e': 0.7276027884145955}",20,6,-70.02844626446986,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
160,False,"{'a': 0.002, 'e': 0.7261490370736909}",30,0,-104.10668394633977,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7246981903299029}",25,0,-87.59340479663898,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
162,False,"{'a': 0.002, 'e': 0.7232502423798424}",25,0,-134.94729528721393,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
163,False,"{'a': 0.002, 'e': 0.7218051874317158}",20,16,7.953491532561381,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.002, 'e': 0.7203630197053014}",25,16,-2.6573894726181484,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.002, 'e': 0.7189237334319262}",25,0,-208.07153597582095,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
166,False,"{'a': 0.002, 'e': 0.7174873228544433}",25,6,-73.8953424531713,"{0: 13, 1: 3, 2: 0, 3: 2, 4: 1}",1
167,False,"{'a': 0.002, 'e': 0.7160537822272085}",20,0,-31.752679870534603,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
168,False,"{'a': 0.002, 'e': 0.7146231058160573}",25,4,-122.06486370330873,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 1}",1
169,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,0,-47.332504915161024,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
170,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,0,-15.91154688420896,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
171,False,"{'a': 0.002, 'e': 0.7103482047091773}",20,0,-61.70574634766978,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
172,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,0,-93.75087697509473,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
173,False,"{'a': 0.002, 'e': 0.7075124871065017}",30,0,-90.03763214656402,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
174,False,"{'a': 0.002, 'e': 0.7060988762143844}",20,8,-59.69842281844398,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
175,False,"{'a': 0.002, 'e': 0.7046880897187134}",20,0,-56.97074080509063,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
176,False,"{'a': 0.002, 'e': 0.7032801219763409}",25,0,-133.95762726543737,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
177,False,"{'a': 0.002, 'e': 0.701874967355394}",20,2,-39.29515681875026,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
178,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,0,-35.825764107854724,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
179,False,"{'a': 0.002, 'e': 0.6990730750065257}",25,3,-57.74028590628849,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 0}",1
180,False,"{'a': 0.002, 'e': 0.697676326071031}",25,13,-1.83297791076154,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-107.03020376522977,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
182,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,0,-138.45765292906734,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
183,False,"{'a': 0.002, 'e': 0.6935028012097558}",30,10,-49.35485199643916,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",1
184,False,"{'a': 0.002, 'e': 0.6921171816887304}",20,13,-43.00505995964414,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
